lat	lon	Emiliania huxleyi	Coccolithus pelagicus	Florisphaera profunda	temperature	si	phosphate	din	irradiance	FID
-29	-12				23.6799634441	1.5595580608	0.2688501823	0.05	62.3760261536	SATL
-29	-12				20.7077016873	0.9687296106	0.1775257687	0.05	23.0733998315	SATL
-29	-12				17.0340388576	1.0679550877	0.2025010777	0.2242430594	3.1571801895	SATL
-29	-8				23.5833173743	1.4314508686	0.149581058	0.05	41.3521359499	SATL
-29	-8	8520			18.5953491101	1.943216329	0.188093675	0.0576973595	27.2192582659	SATL
-29	-8	1261			23.4748420622	1.2745067138	0.1502514549	0.05	29.7067515236	SATL
-29	-8				18.5697289466	2.068850572	0.1888526489	0.0744758938	17.5126824303	SATL
-29	-8	1885			22.9801448009	1.4155827067	0.1539425713	0.05	19.1131141085	SATL
-29	-8	564			21.94812895	1.4415637845	0.1578644357	0.05	15.3309687041	SATL
-29	-8				18.5248213705	2.1111005084	0.1941934718	0.1305067268	7.2494564364	SATL
-29	-8				18.4342644081	2.1202196056	0.1738056359	0.3166168455	2.2365355574	SATL
-29	-8	4386			18.1112600915	1.978876987	0.2000153048	0.5550070405	5.0904985664	SATL
-29	-8	10875		3045	18.1334329187	2.2128070148	0.2212012838	0.6533553524	1.2422556725	SATL
-29	-5	2950			19.2274094786	1.4963157579	0.2017617425	0.05	39.2522797156	SATL
-29	66				24.1212479334	2.1593094949	0.2992566647	0.3050521991	52.2015075684	ISSG
-29	66				22.7020310255	2.8554733908	0.2557087087	0.05	18.5990849473	ISSG
-29	66				17.4178960946	3.3901877382	0.3252996606	1.0314643441	3.0560222352	ISSG
-29	112	7640			22.5940568161	2.4097456258	0.1075667883	0.1080271582	35.6638265126	AUSW
-29	112	19412		8710	21.3984376511	2.4970283404	0.1354026178	0.0927728599	11.2024984617	AUSW
-29	112	735		989	16.6812100037	2.2378845263	0.2973587821	2.0035651956	0.4012729521	AUSW
-29	112	641		1030	15.7788097329	2.0820787755	0.3305150798	2.8221398804	0.1683662747	AUSW
-28	-78				16.7901909514	0.6394875679	0.3679676068	0.4968839023	20.4749667753	SPSG
-28	-41	84.728			21.0053727142	1.033171095	0.0614945252	0.1818177475	44.8864593506	SATL
-28	-41	6.04			23.5459286633	3.1248436692	0.1115375929	0.2465704491	23.0724864341	SATL
-28	-41				20.9466042161	0.9930913423	0.0930355584	0.1782256563	38.9055194989	SATL
-28	-41	12.1			21.6801116113	3.3879780323	0.1169862891	0.1568785461	2.762508107	SATL
-28	-41				20.2858033453	1.6116805796	0.0548090342	0.3506078589	4.5545896695	SATL
-28	-19				24.5340965763	0.8838155771	0.1198621514	0.05	60.4964828491	SATL
-28	-19				21.8868780148	0.5872888653	0.1023321044	0.1072371293	24.2540970085	SATL
-28	-19				18.341480804	0.5711449375	0.130577122	0.0529347772	3.898477914	SATL
-28	63				24.5911866797	2.5127458281	0.2934227743	0.3378248818	53.5005187988	ISSG
-28	63				22.6585435054	2.1286019584	0.2353693494	0.05	16.7548279087	ISSG
-28	63				17.8125522248	2.4381948324	0.2752350289	0.1871754946	3.1320237809	ISSG
-28	111	1054			22.9219471927	2.6425242269	0.1007101295	0.062292312	35.9884790461	AUSW
-28	111	4060			21.8668272344	2.6823260081	0.1280226337	0.1861672175	13.5542417371	AUSW
-28	111	2280		18960	17.8355264668	2.3847808228	0.2351399569	1.2320100815	1.1004303082	AUSW
-28	111	721		750	16.067198354	2.2609104386	0.3098370229	2.1354887265	0.2063260612	AUSW
-27	-40	7.565			24.0112395248	2.9489486353	0.1430351249	0.0947475033	24.2600140121	SATL
-27	-40	18.156			21.3956899315	1.2403270428	0.1326686485	0.2802715889	38.3730245111	SATL
-27	-40	1.5			21.9567083298	3.1013347927	0.1554443069	0.1920937099	2.8722028073	SATL
-27	-40	33.286			20.4419493916	2.0991531053	0.0941234254	0.7369560528	2.9383684575	SATL
-27	-25				25.7691393284	0.9203754643	0.0637143955	0.05	59.6854820251	SATL
-27	-25				21.6698977098	0.8437593863	0.0905982706	0.05	18.5244010821	SATL
-27	-25				18.4110319784	1.0129648633	0.1809447174	0.336255643	2.2548622791	SATL
-27	-22				25.4625763098	0.746829937	0.0789107897	0.05	60.9074859619	SATL
-27	-22				22.3271406127	0.6983176341	0.0985945683	0.0536697741	24.0312704648	SATL
-27	-22				18.758094004	0.5863247155	0.1537560744	0.0594904959	3.3304437547	SATL
-27	13	2190.824			17.3414808175	2.4391329704	0.3615339105	1.9574721337	22.7138719651	BENG
-27	111	1953			23.3363952151	2.6790538693	0.1243796487	0.1458814088	27.8793937542	AUSW
-27	111	4748			22.2545808828	2.7350431286	0.1391257761	0.1962573939	14.1241738277	AUSW
-27	111	6868		10425	19.4621152046	2.693606363	0.1910799297	0.2796334991	3.6251210255	AUSW
-27	111	863		6740	17.9256803081	2.4360706276	0.2682708503	1.7841586496	0.8121157106	AUSW
-26	-180				24.5282026149	0.7736191799	0.1138800982	0.426074695	33.9775466919	SPSG
-26	-180				23.8063364209	0.7279061349	0.1351966287	0.6303879692	9.7347317447	SPSG
-26	-180				20.2017890386	0.2856888864	0.2413386945	0.1421546163	2.4613260935	SPSG
-26	-31				26.1929780107	1.4281692845	0.0391648113	0.2685194043	56.7970352173	SATL
-26	-31				23.6584743676	0.8693302031	0.0570104104	0.2006970568	23.1439453832	SATL
-26	-31				19.705037173	1.1658804491	0.1365779075	0.6276167492	2.6155671942	SATL
-26	-28				26.3718715879	1.2387189457	0.0601903809	0.05	58.7239875793	SATL
-26	-28				22.7008874218	1.0312755791	0.0785742421	0.0811654782	18.8940922667	SATL
-26	-28				19.3845167193	1.1716681039	0.1602184098	0.3218788094	2.2185441486	SATL
-26	-5	56929	122		19.372415837	2.4457891825	0.2002248039	0.1107912601	29.550561577	SATL
-26	-5	16364			19.345992853	2.7547174532	0.1930354182	0.1372829435	19.6505096313	SATL
-26	-5	21665		3	19.1358557369	2.896225891	0.1781646943	0.5208050885	2.2302330256	SATL
-26	-4	6082			24.0652015129	1.0247936223	0.1412104895	0.05	43.7092069176	SATL
-26	-4	5348			23.9847536725	1.2716841183	0.1670651515	0.05	31.1654003057	SATL
-26	-4	6996			22.3156182482	1.6323268028	0.1536564032	0.0847193551	15.8442715034	SATL
-26	110	1340			23.8372936619	2.7574025348	0.1192645322	0.1314604596	36.5063338424	ISSG
-26	110	1556			22.8606309648	2.7804498538	0.1365352466	0.1457543584	16.3133923889	ISSG
-26	110	7162			19.6590387073	2.922622742	0.2005461072	0.642530029	3.7256357746	ISSG
-26	110	1219		9829	18.3325965336	2.6525193195	0.2656584505	1.9052091404	0.9731067781	ISSG
-25	-38	6.06			24.7476463573	2.6577999854	0.2189253288	0.1815360167	26.6703869431	SATL
-25	-38	3.02			21.3711133055	2.3614728716	0.3168189168	0.1186550269	2.0320640029	SATL
-25	-37				26.3269219056	2.0996818204	0.01578862	0.367908363	54.2300300598	SATL
-25	-37				24.7295292496	1.7637511804	0.0768630135	0.5047021297	19.5159754647	SATL
-25	-37				20.6111236955	2.2055470723	0.094193217	0.9651741149	2.5274996261	SATL
-25	-34				26.5389325001	1.9181745532	0.022022392	0.4437438393	56.0940361023	SATL
-25	-34				24.164194453	1.2930050216	0.0794324987	0.4278367376	18.3757058355	SATL
-25	-34				20.6081675739	1.7942524844	0.0980634174	0.8478189334	1.9719627656	SATL
-25	-26	99.5		4408.5	19.8681316603	0.5780458796	0.2534403788	0.1280857435	1.6541422081	SATL
-25	-26			3296	17.8752176675	0.9095076789	0.2341985181	0.9039878967	0.5579607195	SATL
-25	108	1741			22.8656461434	2.8507948204	0.1307035632	0.1336177937	14.6562789171	ISSG
-25	108	6308			21.558034017	2.95483862	0.1562019427	0.4630702115	9.8785833679	ISSG
-25	108	3780		2970	20.2858701168	2.8547323545	0.1772211602	0.612612534	5.118541743	ISSG
-25	108	7765			19.9535156388	3.0390513074	0.2090135466	1.0960052411	3.9348382228	ISSG
-25	108	925		3355	18.6318587245	2.5791662732	0.2589649477	1.9271377543	1.0564040114	ISSG
-24	-179				25.5046108362	0.7733917482	0.0914702725	0.3811847974	35.3490142822	SPSG
-24	-179				25.2817699955	0.7306737947	0.1581162428	0.4816391612	14.3037072531	SPSG
-24	-179				21.0145966233	0.2346353888	0.2936688708	0.2376375714	2.0580624682	SPSG
-24	-38	15.13			22.8230592711	1.9936363408	0.1466448739	0.4881634109	46.8849830627	SATL
-24	-38				22.7730133811	2.1178344038	0.141290555	0.457361029	40.974395399	SATL
-24	-38	6.052			21.690646487	3.1622667289	0.1975673095	1.909764862	2.4186173053	SATL
-24	-38				21.4246119787	3.3980266372	0.1631476876	1.7392526343	1.8472460096	SATL
-24	-17				25.0629702066	1.0071699363	0.1947683404	0.1233795919	35.1616577691	SATL
-24	-17				25.030983641	2.5672193716	0.1157742467	0.082906099	31.4911388131	SATL
-24	-17	233			25.0098994837	2.5953906531	0.1123586078	0.0742887505	25.2595967851	SATL
-24	-17	9480			22.0167776513	1.2166547524	0.3072314473	0.05	36.0075599937	SATL
-24	-17	673			24.5045880088	2.6031746807	0.1097930829	0.0588626808	13.0358860615	SATL
-24	-17	566			20.4064130564	2.7525896081	0.1308842386	0.0733690358	4.3284339318	SATL
-24	-17			1586	18.3485262038	3.0652863643	0.1949765524	0.8968027875	1.4372126462	SATL
-24	-1	1060			23.7336054892	0.7840988787	0.1846163468	0.05	43.396705092	SATL
-24	-1	6933			23.6524224619	1.1119966756	0.211440628	0.05	30.6193844421	SATL
-24	-1	10946			22.0663119522	1.5504571698	0.1952880437	0.05	15.2431896552	SATL
-24	-1	8880		16492	18.1691972245	1.9771919293	0.2198007188	0.3599999295	4.7665942239	SATL
-24	-1	5185		1434	14.4077746868	3.208675041	0.5143280043	5.6985265076	0.4660932794	SATL
-24	108	701			24.5817136562	2.6833893908	0.1285349025	0.1700917344	41.8926128063	ISSG
-24	108	1931			24.405435101	2.6994908444	0.1306897751	0.1810225944	27.9833538567	ISSG
-24	108	3562			24.0769637943	2.6985774705	0.1315736284	0.1798645165	21.3832957134	ISSG
-24	108	1306			23.2485057103	2.7463603194	0.1351764451	0.1425715883	14.2835762796	ISSG
-24	108	5720			22.2999187507	2.8442930376	0.1512433777	0.2739027334	10.9147008252	ISSG
-24	108	3301		10455	20.6404423021	3.0350690302	0.1939519389	0.8385034811	4.8700841907	ISSG
-24	108	8771			20.2890356092	3.2234562203	0.2284592153	1.2974540109	3.7214427882	ISSG
-24	108	397		15697.5	19.7448471278	3.7033746195	0.2932433603	2.4521203049	2.1730068835	ISSG
-24	108	318		5044	18.9140961558	2.953148873	0.2931451113	2.4606510744	0.8475653114	ISSG
-23	-37				24.1688374473	1.2180291352	0.0961642233	0.4652712738	48.7644462585	SATL
-23	-37	3.02			25.6583869191	1.4342027939	0.2041548096	0.4884150473	28.3719764308	SATL
-23	-37	9.078			23.1398541026	2.4416634385	0.1286562247	0.4197046806	41.4634269548	SATL
-23	-37				23.6392883936	0.9399902256	0.0799430221	0.4880126336	14.403943884	SATL
-23	-37	15.13			22.7695215911	1.5797736907	0.1380630479	1.2587872791	10.0323193322	SATL
-23	-37	15.13			22.3917922751	2.4287984269	0.2258017214	1.5522744945	3.5744519161	SATL
-23	-37	7.565			21.8120680959	1.3537712813	0.4057220598	0.1258440716	1.6143023315	SATL
-23	-37				21.3438624301	1.0927927914	0.1531702546	0.8414193659	1.6479021431	SATL
-22	-36				23.4901495847	2.0593430024	0.138268255	0.3600152947	49.1505317688	SATL
-22	-36				23.2010335699	3.1975899219	0.1208028135	0.3634976724	16.137373598	SATL
-22	-36				22.2261929209	2.1481446784	0.1846583341	0.8337945816	2.2280758848	SATL
-22	-26	998			25.5010742692	1.3333837033	0.2166942288	0.1126935156	20.9911203752	SATL
-22	-26	1682		336	25.482919099	1.3709142337	0.1665277098	0.0979465664	14.8663386818	SATL
-22	-26	1434			25.2914643105	1.5913544524	0.1561984066	0.05	8.3653611482	SATL
-22	-26	149		149	20.4523231298	1.3710873354	0.198354485	0.05	1.3285651213	SATL
-22	-26	162		2294	17.4382729569	2.7877926078	0.3192298077	2.0380145117	0.33423849	SATL
-22	-23	4620			23.053396426	1.3612774199	0.1237331485	0.05	39.5381011004	SATL
-22	-23	4740			22.7482174963	0.7925795802	0.114943674	0.05	28.5102818394	SATL
-22	-23	6430			22.2053645331	1.8802830862	0.1235199462	0.05	14.8242563523	SATL
-22	-23	10780			20.6503745705	1.042908993	0.0859435961	0.7029193002	2.5915723184	SATL
-22	-23	1650		220	20.0209784981	0.9059767049	0.0584634306	1.1072463354	1.8687406615	SATL
-22	0	181858	122	4	19.0766642133	4.8357492353	0.2815762108	1.5829367323	28.6225895285	SATL
-22	0	75294	514		19.0029040811	5.846912116	0.322879195	1.3584036783	11.9615196106	SATL
-22	0	65326		4	19.151619717	4.1240969476	0.4542337147	1.5987608544	2.9614898688	SATL
-22	0	2960		11713	18.9854551371	5.1747917837	0.4236484089	3.8749973869	1.0394489676	SATL
-22	0			3	17.180594993	4.4558512978	0.7069219302	6.5240682873	0.3648346623	SATL
-22	4	8073			18.3775375291	6.2920699597	0.2368210154	4.6831618472	27.4102694933	SATL
-22	4	1091			18.3437395941	6.5397330252	0.2807204038	3.8889295253	14.7083960754	SATL
-22	4				18.3410378178	7.476652115	0.2447065753	3.086421315	4.2351552769	SATL
-22	11				15.8568741631	3.7493036407	0.7831675333	6.9061049491	23.811105721	BENG
-22	11				15.7511415649	4.009402852	0.7716373319	6.6672065234	6.1358758919	BENG
-22	108	1529			25.2168047769	2.6008457746	0.130376098	0.178310128	28.9243880102	ISSG
-22	108	2515			23.8103661835	2.7676245557	0.1407816856	0.2416422238	15.0433357334	ISSG
-22	108	4632			20.7333559168	3.9347815132	0.2719798393	1.793694143	4.0691536282	ISSG
-22	108	95		12856	19.7068925438	4.4557147398	0.3725705318	3.792036253	1.4296576007	ISSG
-21	-177				27.046391709	0.5165912727	0.1452669141	0.2888357036	36.9770202637	SPSG
-21	-177				26.4969851757	0.5846422737	0.1566592481	0.3232439082	12.3579045127	SPSG
-21	-177				23.2572138195	0.6177095729	0.1613034087	0.2253087263	3.1402266143	SPSG
-21	-35	10.591			23.7771422337	1.8340593927	0.1304175328	0.2516204995	50.2509994507	SATL
-21	-35	7.565			22.2451265206	1.926691456	0.1757637502	0.5520753259	1.928569539	SATL
-21	-24	2050			22.5632535753	0.7169172337	0.2336606645	0.2180165262	31.0915422632	SATL
-21	-24	2010		690	19.6863953086	1.7538462324	0.4327870302	0.5279360252	1.427158289	SATL
-21	109	1148			25.7346223919	2.6502707166	0.1364273912	0.1868091885	29.2784677855	ISSG
-21	109	1218			24.5789190805	2.9166061429	0.1591753181	0.420228912	17.3718662485	ISSG
-21	109	2200		24000	21.0437450166	5.2612877523	0.3750709805	3.3618216834	4.1344366229	ISSG
-21	109	334		5208	19.8298693504	5.5766271195	0.449098564	4.9656075157	1.2774300706	ISSG
-21	110	338			26.1016176069	2.6431341513	0.1517416002	0.1791157876	33.4268373416	ISSG
-21	110	3855			23.4601478806	3.7405740955	0.2210609085	1.0511234939	11.7676902349	ISSG
-21	110	5764		24384	21.2197044681	6.044009299	0.4447389132	4.3844378151	4.1427351337	ISSG
-21	110	442		6626	20.0179477298	6.2054915113	0.4929713992	5.490324955	1.4584216652	ISSG
-20	-36	3.02			26.8634186057	1.5947560807	0.1653929688	0.3076794535	30.3921788755	SATL
-20	-36				24.2057314226	2.473507541	0.1510479687	0.3547156693	43.6909369691	SATL
-20	-36	25.72			24.6404439557	2.3899496754	0.2722697158	0.05	3.4787952796	SATL
-20	-36				21.0228074999	2.1555451831	0.2684186989	1.5562421579	0.9951568582	SATL
-20	-18	448			24.7194654051	1.2984143853	0.203181062	0.0892902299	32.2110243697	SATL
-20	-18	1691			24.6036337485	1.323585624	0.1977898308	0.0835336758	22.9497899225	SATL
-20	-18	760			24.5619272653	1.2649538289	0.192353735	0.0753695407	11.6500307199	SATL
-20	-18	810			21.3086229949	1.3770861245	0.174679175	0.0907805923	3.7633475751	SATL
-20	-18			1198	19.271821144	1.5877922106	0.3403252985	1.0133027106	1.2156864914	SATL
-20	110	696			26.3591316727	2.7321758318	0.1405166734	0.1859315092	33.4164259982	ISSG
-20	110	761			25.3989021914	2.892673211	0.1497304981	0.2002091878	19.9065330356	ISSG
-20	110	36779		2452	22.6625885067	5.0219735454	0.3135958445	2.5494832839	8.0409614831	ISSG
-20	110	1530		22270	21.2799971352	6.9302681534	0.5040891125	5.4465963047	3.6971019537	ISSG
-20	110	231		1154	19.5989972715	7.6728375083	0.5807535823	6.9095967967	0.8896299805	ISSG
-20	110	90		361	18.2148455867	8.0343846458	0.6266522306	7.359131599	0.3157044261	ISSG
-19	-176				27.952291202	0.6541713887	0.2557983361	0.3016115841	38.3485145569	SPSG
-19	-176				27.6212591556	0.7216795991	0.2158558654	0.3280529292	13.3727320656	SPSG
-19	-176				24.1063838383	0.3949839958	0.2270818447	0.1272548468	2.1972816982	SPSG
-19	-36	3.02			24.5679116416	2.2965091056	0.1647450976	0.32298905	45.0729971731	SATL
-19	-36	3.02			24.1774888749	1.6294127701	0.1367180841	0.3629221529	15.5146225153	SATL
-19	-36	12.104			23.9544413766	1.4801781518	0.1581044402	0.2412703617	8.5787032274	SATL
-19	-36	3.02			23.6805045786	1.6601412796	0.1972413819	0.2719031806	4.743534623	SATL
-19	-36	18.156			23.1352707721	1.8294627548	0.2526882095	0.5482540407	2.6229046655	SATL
-19	-36	3.02			22.3313091963	1.9980621598	0.2439682947	0.8902779108	1.8381915446	SATL
-19	-35				24.2679024815	1.3600255448	0.1269918531	0.4965430694	47.5860099792	SATL
-19	-35				27.1025601468	1.6966192239	0.1875115937	0.2126637148	32.0156456316	SATL
-19	-35	1.5			27.0752214614	1.7734786678	0.1521395393	0.1044352442	12.5972040955	SATL
-19	-35				24.1739027839	1.2055735187	0.1522666814	0.5116289691	16.0512868136	SATL
-19	-35				22.9319686757	1.6226620102	0.1902846917	0.8709150164	2.0606869981	SATL
-19	-26	2370			24.1012715157	0.962685954	0.199749524	0.0568907117	36.2406183453	SATL
-19	110	96			26.5632533968	2.7945951695	0.1311000113	0.2028021111	33.0011343313	ISSG
-19	110	2624		13910	21.7299039041	7.4261647539	0.5288097517	5.9071792	3.8518167221	ISSG
-18	-26	2230			23.4612210185	0.5728802843	0.2002293357	0.6793325174	32.2505132465	SATL
-18	110				26.6108671299	2.6578460593	0.1312011655	0.1867624622	28.5894825223	ISSG
-18	110	3089			25.0917252426	3.7927267551	0.1995863799	1.058776888	14.5747331321	ISSG
-18	110	5359		4354	21.9989586463	7.9609132301	0.5569013503	6.5581376191	3.7878192354	ISSG
-17	-33	6.052			24.9305336016	1.5269170968	0.0870771601	0.1984941179	53.6819648743	SATL
-17	-33	12.104			23.1804001238	1.7391900544	0.1296258094	0.5063602431	2.4845157024	SATL
-17	110	202			26.860000657	2.567836746	0.1313870881	0.1853695299	28.727124555	ISSG
-17	110	529		23	25.0427537171	4.0440580607	0.2167903081	1.1896682776	12.8756858542	ISSG
-17	110	800		9700	22.248919113	8.6817286441	0.5973336502	7.474401001	3.8635602931	ISSG
-17	110	162		1674	19.8168688405	13.9200300211	0.9125637817	12.475207434	1.014187029	ISSG
-17	113	814			25.1220441425	6.1576192898	0.3275579964	2.1061973278	8.7833769599	ISSG
-17	113	146		5621	19.4828836397	15.3119484372	0.8806054162	11.2718768829	0.7425692663	ISSG
-16	-175				28.8237007	0.3227152185	0.366908075	0.3468090022	40.6669998169	SPSG
-16	-175				28.6673386781	0.3607979564	0.3352834123	0.3543518804	18.7823136197	SPSG
-16	-175				25.2166275401	0.1403034612	0.4236361531	0.3902041759	2.7228045859	SPSG
-16	-34				24.9780130676	3.9625600258	0.1822427531	1.3411784997	43.6254959106	SATL
-16	-34	0.24			27.4620367448	1.5318755296	0.2449918925	0.1413800754	34.3995186138	SATL
-16	-34				25.329904755	2.0621566535	0.1120587299	0.186435272	48.0980130755	SATL
-16	-34				24.930888991	2.2778377479	0.1485045281	1.4201814859	13.9522644596	SATL
-16	-34	0.08			22.2025557334	2.3928668496	0.3692442575	0.7718379922	1.1394493483	SATL
-16	-34				22.8266215354	1.8962450383	0.0870390379	0.6144486444	1.7762227242	SATL
-16	-34				22.1266430169	2.2355194988	0.3051794822	2.4926481724	1.273338227	SATL
-16	-26	1541			26.0682230888	1.9596068062	0.1623787831	0.0709042654	10.84360559	SATL
-16	-26	572		254	21.8755529497	2.3429995248	0.3206619439	0.6998145448	2.3574382549	SATL
-16	-26	190		5370	20.2314545896	2.7275125952	0.5232881611	2.3852642336	1.2257777465	SATL
-16	-26	655		4864	18.770912139	3.1282734971	0.6882875994	4.1130570899	0.7926096155	SATL
-16	-26	250		3550	17.1924771465	4.143326686	0.7100688811	6.7258154273	0.5125154248	SATL
-16	110	394			27.4923789612	3.1152813904	0.1077988903	0.5207205913	42.3026665632	MONS
-16	110	1345		24015	22.4366146448	9.7565132645	0.6625030065	8.7825396388	3.6249793708	MONS
-16	110	453		4120	20.701432098	13.9101555883	0.9116752844	12.5873253773	1.5981522032	MONS
-15	-34	3			25.5739980062	2.0332133121	0.1121491068	0.2330835706	48.7212683076	SATL
-15	-34	6.06			25.0507791396	1.9635812343	0.0987852999	0.1498753782	13.4518371872	SATL
-15	-33	1.5			27.4471602115	1.5931746432	0.2384888721	0.1735781191	35.7318295914	SATL
-15	-33	3.02			23.1682857591	2.3442978612	0.3301520271	0.4067282479	2.1728550121	SATL
-15	-26	470		90	24.2742948872	1.604686126	0.0900125146	0.9235184145	35.2056062509	SATL
-15	-26	1770			24.8940744747	1.0150235525	0.1305007747	0.0735494673	36.2810866161	SATL
-15	-26	1740		630	23.1769967985	1.7720791278	0.2266374773	0.0962734726	3.4040152437	SATL
-15	-26	260		900	17.5752946367	5.505870353	0.6034201251	6.1331129143	0.6415975373	SATL
-15	114	299		14633	21.241058163	14.1839089343	0.8607527552	10.8306257653	2.0379330009	MONS
-14	-174				29.2364844934	0.1110952222	0.2798947927	0.2974573838	43.0479774475	SPSG
-14	-174				29.0747487268	0.14378713	0.2692889631	0.3191490353	17.6955761322	SPSG
-14	-174				25.4615584613	0.2181075017	0.352226892	2.027577563	2.3194111893	SPSG
-14	-33				26.1486904719	1.5369272466	0.1536144717	0.3924457682	39.5999946594	SATL
-14	-33				26.0965840466	1.1287718537	0.2272927872	0.3715948602	13.6614623977	SATL
-14	-33				22.7861665055	1.5963181767	0.3508063471	0.7030490706	1.4445946173	SATL
-14	110	132			27.9705134353	3.4033528761	0.1163015595	0.3396033999	36.1579652045	MONS
-14	110	147			27.7583801011	2.3267014587	0.1296175598	0.1868969236	27.4097077531	MONS
-14	110	2185			26.4039340358	2.9800839016	0.1797916872	0.5289644039	13.7137257912	MONS
-14	110	990		17327	23.2851504236	9.0426976799	0.6274223069	7.9916714541	4.5285289828	MONS
-14	110	519		5708	21.0518771424	16.0812597137	1.0230472303	14.0817048093	1.9726880749	MONS
-14	110	594		5287	20.6919686772	17.0372020284	1.0756315589	14.8232047708	1.7175470012	MONS
-14	110	150		564	18.8526561677	21.3189611118	1.2836740212	18.1520602494	0.8593294325	MONS
-14	110	168		1279	18.2001313728	23.2833060315	1.3499606429	18.9989760506	0.6514185319	MONS
-14	114	571			28.8511097999	2.948278734	0.1414819481	0.2875391184	26.3208221356	MONS
-14	114	139			27.3661218697	3.8814465136	0.1880067331	0.4113262795	13.2680754444	MONS
-14	114	592		10572	22.5768666333	12.5991338321	0.7708372018	10.3832698441	3.3715134468	MONS
-13	-31	1.5			25.6248277441	1.3820145558	0.0357529802	0.3617584314	56.0169906616	SATL
-13	-31	3.02			21.9749142301	2.0274820263	0.3051352139	1.7526483346	1.6747353363	SATL
-13	-26	949			26.7880122646	1.7138813976	0.1005441023	0.0728568613	21.6017821702	SATL
-13	-26	769			26.6054911529	1.8446624062	0.1722920427	0.0811412645	12.3391340173	SATL
-13	-26	1380		460	21.5997963972	2.2778349982	0.3907159059	2.0989801615	2.2996936054	SATL
-13	-26	100		5100	16.2863419341	5.3330311272	0.898761586	11.533280737	0.5362128712	SATL
-13	-16	256			26.371531702	2.0488480517	0.1880484393	0.2175844101	43.612325293	SATL
-13	-16				26.3582096756	1.2120132581	0.190460772	0.0630551517	38.8745502145	SATL
-13	-16	125			26.3226856202	1.1535506983	0.2046057393	0.05	30.8871364138	SATL
-13	-16	1537			21.4245381332	1.0041099882	0.336373683	0.2731544107	4.9054154875	SATL
-13	-16			1613	17.3864933326	2.2972141637	0.7158225373	6.9972031033	1.553234909	SATL
-13	-16			430	13.8057816988	6.0166729031	1.2225188125	17.1103157617	0.4918112826	SATL
-13	111	532			28.8704531539	2.7040763012	0.1819290165	0.2821222081	29.2490216223	MONS
-13	111	2520			26.0938790938	4.0340976627	0.2788018204	1.2435630684	9.5052616244	MONS
-13	111	792		15842	22.732115134	11.1569867102	0.6804601993	6.8829459032	3.5549640641	MONS
-13	114	824			28.6985100629	3.0692793368	0.1508321353	0.243739611	22.4206866485	MONS
-13	114	7881		328	26.4696904944	5.8553036445	0.2871475541	3.09750746	9.752108618	MONS
-13	114	273		19909	23.5644114831	11.3660094807	0.6139621264	9.3218714823	4.2417801019	MONS
-12	-173				29.4512205249	0.0587777576	0.2245448887	0.128681651	44.3465156555	SPSG
-12	-173				29.1834436239	0.0651537229	0.1965475651	0.6195645287	13.1252167735	SPSG
